,cad_ig_oas,us_ig_oas,us_hy_oas,eur_ig_oas,cad_ig_oas_1-5yr,cad_ig_oas_5-10yr,cad_ig_oas_>10yr,cad_ig_oas_fins,cad_ig_oas_industrials,cad_ig_oas_utility,cad_ig_oas_a,cad_ig_oas_bbb,cad_prov_oas,cad_prov_oas_1-5yr,cad_prov_oas_5-10yr,cad_prov_oas_10yr,cad_prov_cmb,us_ig_oas_aaa,us_ig_oas_aa,us_ig_oas_a,us_ig_oas_bbb,us_ig_oas_1-3yr,us_ig_oas_3-5yr,us_ig_oas_5-7yr,us_ig_oas_7-10yr,us_ig_oas_10yr,us_ig_oas_industrials,us_ig_oas_uts,us_ig_oas_fins
2016-11-08,3.175949,3.568016,11.927689,0.557727,,,,2.24735,4.415614,5.097188,2.474487,4.39427,,,,,1.430787,0.185528,1.384998,2.36897,5.304943,0.393144,0.61351,0.731464,1.666207,3.743087,4.469973,3.429475,1.8065
2016-11-09,3.133221,3.654085,12.319322,0.430424,,,,2.230022,4.338805,4.974368,2.418911,4.324008,,,,,1.374803,0.171673,1.390358,2.397385,5.358609,0.387511,0.614872,0.708869,1.614224,3.78543,4.58433,3.305041,1.88092
2016-11-10,3.172464,3.936741,12.123491,0.267077,,,,2.266477,4.372108,5.073215,2.481005,4.366128,,,,,1.545658,0.152071,1.571558,2.630321,5.461146,0.390584,0.62088,0.696115,1.607105,4.012988,4.916756,3.436559,2.10329
2016-11-14,3.237106,3.894667,11.473454,-0.097375,,,,2.305083,4.434886,5.417848,2.578346,4.44294,,,,,1.437402,0.050899,1.553774,2.636549,5.175974,0.380021,0.564352,0.508238,1.409382,3.875993,4.82945,3.483423,2.12428
2016-11-15,3.265737,4.00225,12.157401,0.084055,,,,2.323432,4.478243,5.456642,2.605321,4.4844,,,,,1.379582,0.098191,1.614704,2.76103,5.437542,0.380051,0.59374,0.601792,1.530753,4.121033,4.931463,3.695562,2.217654
2016-11-16,3.316765,3.979535,12.193516,-0.024278,,,,2.348345,4.561191,5.585871,2.677682,4.551891,,,,,1.514306,0.122823,1.634144,2.763541,5.389081,0.375931,0.609567,0.64438,1.555387,4.100541,4.882356,3.730783,2.232762
2016-11-17,3.376371,3.984138,12.515783,-0.230283,,,,2.427644,4.599391,5.564568,2.713542,4.607213,,,,,1.643227,0.105221,1.628659,2.758418,5.422282,0.374878,0.603214,0.606821,1.545757,4.108884,4.876775,3.77581,2.24526
2016-11-18,3.391602,3.869676,12.577623,-0.288009,,,,2.433461,4.624208,5.596977,2.713145,4.64183,,,,,1.76806,0.01207,1.580767,2.675568,5.235047,0.371209,0.548497,0.435905,1.384651,3.952926,4.727883,3.736346,2.177812
2016-11-21,3.410445,3.88705,12.790441,-0.291891,,,,2.444817,4.655782,5.605742,2.753842,4.657472,,,,,1.754502,-0.004678,1.580275,2.697598,5.266792,0.373146,0.525924,0.411143,1.378723,3.997816,4.737242,3.852264,2.18708
2016-11-22,3.44429,3.890841,13.081077,-0.345343,,,,2.481182,4.688361,5.63073,2.791919,4.702453,,,,,1.805698,0.022759,1.586115,2.687109,5.294962,0.374572,0.529684,0.459393,1.41811,4.022088,4.748139,3.83251,2.182956
2016-11-23,3.500471,3.960005,13.270609,-0.394821,,,,2.525464,4.763194,5.676414,2.83499,4.792165,,,,,1.837585,-0.054293,1.623647,2.743372,5.364606,0.371074,0.482183,0.334624,1.346617,4.123371,4.842724,3.876919,2.209361
2016-11-25,3.572058,3.921961,13.314903,-0.538869,,,,2.595024,4.83667,5.76751,2.910767,4.888548,,,,,1.765725,-0.089544,1.609486,2.700761,5.32804,0.372883,0.459649,0.267923,1.308262,4.069209,4.803862,3.81995,2.1776
2016-11-28,3.599868,3.933795,13.334005,-0.63578,,,,2.628299,4.862078,5.764029,2.919483,4.949522,,,,,1.693967,0.000135,1.614136,2.708911,5.352284,0.374686,0.500969,0.423804,1.429892,4.088152,4.826768,3.772445,2.183455
2016-11-29,3.680438,3.977495,13.189129,-0.364336,,,,2.678305,4.986523,5.862088,2.969602,5.078864,,,,,1.832368,0.018583,1.643155,2.756545,5.384699,0.377462,0.513141,0.457082,1.455555,4.150686,4.869331,3.878288,2.215247
2016-11-30,3.743512,4.072275,13.565694,-0.240854,2.553957,4.814447,6.99952,2.722298,5.077168,5.902441,3.017044,5.183669,1.8378,0.928925,1.589879,2.282491,1.872201,0.015455,1.676899,2.823148,5.532075,0.376282,0.516207,0.456719,1.474819,4.288942,4.992022,3.906138,2.270907
2016-12-01,3.76199,4.148097,13.801163,-0.249777,,,,2.727803,5.110154,5.911992,3.016795,5.224928,,,,,1.909299,-0.023719,1.720565,2.864829,5.619672,0.372872,0.494288,0.420656,1.408929,4.389149,5.103084,3.933687,2.289316
2016-12-02,3.79841,4.160112,13.692789,-0.15653,,,,2.738411,5.157308,6.176544,3.094727,5.260214,,,,,1.890949,0.006858,1.711792,2.864765,5.615899,0.37688,0.507393,0.451836,1.460225,4.391223,5.129028,3.930219,2.279627
2016-12-05,3.856354,4.220395,13.925542,-0.171986,,,,2.758526,5.250263,6.404874,3.144897,5.366824,,,,,1.798047,-0.004746,1.738688,2.903854,5.751687,0.380427,0.513557,0.431631,1.463562,4.500107,5.208834,3.952161,2.312469
2016-12-06,3.908756,4.257057,14.28244,0.031568,,,,2.799803,5.325582,6.399731,3.209461,5.423714,,,,,1.718165,0.004796,1.750794,2.929569,5.836426,0.380549,0.513956,0.442355,1.498393,4.560038,5.245341,3.992203,2.347714
2016-12-07,3.94746,4.33638,14.557806,0.153994,,,,2.791702,5.423631,6.533408,3.273086,5.47849,,,,,1.637232,0.015074,1.795194,3.003059,5.946836,0.385572,0.532536,0.462916,1.532701,4.672726,5.330353,4.10439,2.409697
2016-12-08,3.97924,4.343407,14.811476,0.062906,,,,2.819845,5.454215,6.580729,3.302952,5.515362,,,,,1.753651,0.05593,1.784611,2.992203,5.982719,0.387736,0.545816,0.497101,1.607899,4.677301,5.338411,4.113018,2.412579
2016-12-09,3.979478,4.341644,15.271348,-0.038604,,,,2.82172,5.451289,6.551753,3.293961,5.510862,,,,,1.822772,0.03712,1.78162,2.990877,6.005022,0.388326,0.548089,0.517186,1.538891,4.673972,5.32506,4.094618,2.434796
2016-12-12,4.01139,4.398371,15.453487,0.041088,,,,2.840082,5.486068,6.698676,3.342839,5.553276,,,,,1.893649,0.03796,1.812402,3.039743,6.043554,0.396005,0.547965,0.533675,1.537453,4.728189,5.40301,4.166095,2.447628
2016-12-13,4.029578,4.527819,15.674999,0.169647,,,,2.846498,5.514895,6.776021,3.369761,5.574618,,,,,1.976424,0.050368,1.870311,3.154404,6.198827,0.40179,0.565468,0.581872,1.56959,4.884996,5.555229,4.283185,2.537409
2016-12-14,4.044896,4.578034,15.929574,0.207428,,,,2.8383,5.556083,6.854753,3.386361,5.609009,,,,,2.06673,0.031084,1.856494,3.179283,6.302797,0.392779,0.555404,0.586195,1.546019,4.959714,5.616524,4.349167,2.563041
2016-12-15,4.029352,4.515356,15.762708,0.213256,,,,2.825597,5.522434,6.932945,3.368001,5.594098,,,,,2.045211,-0.129399,1.822878,3.125528,6.209221,0.378915,0.479281,0.413515,1.245944,4.910127,5.554191,4.20485,2.519724
2016-12-16,4.089995,4.606882,15.740987,0.075725,,,,2.850609,5.632032,7.016744,3.421249,5.68654,,,,,2.316578,-0.170921,1.897052,3.22864,6.324912,0.385455,0.481759,0.371371,1.182864,5.046116,5.63983,4.390446,2.59839
2016-12-19,4.104696,4.661335,15.666625,0.08952,,,,2.855155,5.662122,7.047612,3.421329,5.727871,,,,,2.405069,-0.152474,1.926,3.284738,6.372308,0.388663,0.488452,0.360209,1.24735,5.133129,5.695376,4.483755,2.642997
2016-12-20,4.130753,4.704252,15.76794,0.15055,,,,2.873397,5.693209,7.118193,3.469736,5.744022,,,,,2.543472,-0.125381,1.937368,3.326819,6.438673,0.388805,0.489931,0.385437,1.312579,5.199739,5.738934,4.57429,2.672166
2016-12-21,4.131836,4.761465,15.760061,0.141943,,,,2.858294,5.718364,7.119621,3.466546,5.75575,,,,,2.458687,-0.107985,1.967559,3.385377,6.504979,0.388468,0.492793,0.405588,1.354024,5.302642,5.806591,4.673447,2.700141
2016-12-22,4.178355,4.804557,15.844097,0.078107,,,,2.891739,5.781347,7.185928,3.500421,5.825509,,,,,2.42495,-0.100029,1.994135,3.421298,6.537352,0.390243,0.492002,0.410957,1.376973,5.354087,5.859898,4.724227,2.721778
2016-12-23,4.200562,4.813714,15.899478,0.06199,,,,2.899929,5.821843,7.235168,3.524984,5.855267,,,,,2.456629,-0.115354,1.994862,3.430591,6.544068,0.392881,0.496031,0.393884,1.345598,5.365041,5.870073,4.749134,2.725779
2016-12-27,4.217252,4.870142,16.117809,,,,,2.915301,5.840592,7.25226,3.541531,5.876988,,,,,2.46945,-0.105691,2.026599,3.472341,6.627147,0.400485,0.516531,0.401652,1.368623,5.428735,5.936151,4.785375,2.768034
2016-12-28,4.204121,4.87547,15.984973,-0.007507,,,,2.906606,5.82404,7.242046,3.522146,5.873795,,,,,2.417975,-0.069152,2.030863,3.483293,6.601669,0.396445,0.517936,0.428728,1.450355,5.437558,5.949579,4.781551,2.761721
2016-12-29,4.208644,4.906681,15.862477,0.01341,,,,2.915396,5.821008,7.263885,3.50794,5.889507,,,,,2.432418,-0.015574,2.041195,3.500012,6.627241,0.398312,0.536829,0.480951,1.546373,5.475089,5.994725,4.773761,2.775798
2016-12-30,4.288774,4.933821,15.726636,-0.007845,2.855457,5.319058,8.494057,3.001703,5.895949,7.325425,3.553652,5.983669,2.448274,1.128766,1.980845,3.168425,2.480855,0.032431,2.029206,3.526807,6.650242,0.404248,0.549864,0.519212,1.644392,5.51055,6.028488,4.833581,2.783463
2017-01-03,0.076076,0.080904,0.344166,-0.013539,,,,0.040065,0.112397,0.202346,0.080321,0.102951,,,,,0.107946,-0.012867,0.063948,0.045134,0.115372,0.007758,0.015428,0.015704,-0.010108,0.063058,0.102437,0.029855,0.05179
2017-01-04,0.085881,0.147446,0.734572,-0.026636,,,,0.053131,0.110794,0.261039,0.100798,0.108946,,,,,0.129598,-0.054063,0.109759,0.082889,0.206256,0.015412,0.011164,-0.014141,-0.070986,0.127852,0.194108,0.006515,0.091796
2017-01-05,0.071759,0.09377,0.599999,-0.142084,,,,0.046025,0.092601,0.199989,0.091736,0.08142,,,,,0.076127,-0.034814,0.082009,0.017784,0.15557,0.013911,0.018205,-0.006209,-0.052512,0.069266,0.14175,0.012869,0.020846
2017-01-06,0.031379,0.06533,0.912432,-0.091852,,,,-0.003332,0.051952,0.260359,0.084164,0.037623,,,,,0.05671,-0.043999,0.045958,-0.015064,0.185812,0.016763,0.037081,0.005793,-0.089662,0.040377,0.109772,0.022212,-0.010019
2017-01-09,0.063594,0.045043,0.811081,-0.019902,,,,0.022365,0.095673,0.278782,0.108698,0.085073,,,,,0.165247,-0.075289,0.027726,-0.032718,0.16465,0.017232,0.038293,-0.063117,-0.136998,0.017027,0.084801,0.089512,-0.042733
2017-01-10,0.073733,0.010634,0.913693,-0.000978,,,,0.012642,0.128793,0.336652,0.110955,0.117486,,,,,0.171102,-0.066127,0.016876,-0.06861,0.111232,0.020272,0.041005,-0.050637,-0.13243,-0.04655,0.038859,0.083438,-0.061792
2017-01-11,0.114722,-0.00848,0.859043,0.045377,,,,0.050156,0.175648,0.372274,0.146465,0.163459,,,,,0.187017,-0.042714,-0.0042,-0.099153,0.067038,0.019767,0.040177,-0.03468,-0.085307,-0.102889,0.010363,0.090464,-0.069179
2017-01-12,0.167277,0.014121,0.804276,-0.016928,,,,0.085165,0.255522,0.41485,0.190849,0.243576,,,,,0.063408,-0.032989,0.001802,-0.080699,0.136031,0.023381,0.047978,-0.010471,-0.067763,-0.054951,0.031296,0.156609,-0.054034
2017-01-13,0.244717,0.034584,0.931781,-0.001546,,,,0.144493,0.354969,0.528007,0.27565,0.351601,,,,,0.012643,-0.083187,0.011426,-0.064984,0.186973,0.027372,0.04067,-0.064169,-0.144323,-0.030698,0.055972,0.166718,-0.039175
2017-01-17,0.239559,0.01531,0.781257,-0.05133,,,,0.146671,0.339378,0.519669,0.251933,0.354913,,,,,-0.199274,-0.098532,0.01122,-0.080281,0.188974,0.032023,0.038834,-0.088588,-0.175577,-0.033054,0.035756,0.147574,-0.05666
2017-01-18,0.251149,0.013147,0.972627,-0.023599,,,,0.151564,0.359412,0.542188,0.236651,0.389488,,,,,-0.114257,-0.128291,-0.009588,-0.093939,0.197011,0.029018,0.025159,-0.086158,-0.25196,-0.029735,0.039564,0.21839,-0.088268
2017-01-19,0.269988,0.026645,1.119168,-0.033385,,,,0.177109,0.366988,0.570954,0.262289,0.400366,,,,,-0.039601,-0.136147,-0.005476,-0.084488,0.176723,0.025239,0.017973,-0.07717,-0.261411,-0.055651,0.054093,0.22613,-0.075352
2017-01-20,0.308456,0.043773,1.051391,0.018716,,,,0.222196,0.398598,0.587566,0.290436,0.456242,,,,,-0.004754,-0.109849,0.012249,-0.070121,0.179648,0.031336,0.034131,-0.037868,-0.228849,-0.046213,0.073121,0.201336,-0.051615
2017-01-23,0.305494,0.016685,0.759646,-0.03724,,,,0.211447,0.404945,0.601093,0.293293,0.448843,,,,,-0.107913,-0.102875,0.000611,-0.092951,0.147584,0.035896,0.037906,-0.040526,-0.218617,-0.087707,0.032617,0.183816,-0.05511
2017-01-24,0.324059,0.086038,1.089553,0.015337,,,,0.233207,0.423283,0.586196,0.311703,0.483407,,,,,-0.135117,-0.103188,0.027788,-0.026945,0.248514,0.038404,0.044268,-0.028698,-0.200172,-0.001509,0.09978,0.26695,0.015097
2017-01-25,0.366321,0.129959,1.458868,0.011164,,,,0.275601,0.467647,0.611371,0.353379,0.522886,,,,,-0.036054,-0.114052,0.040745,-0.010656,0.334311,0.039074,0.045249,-0.015039,-0.209629,0.038065,0.152869,0.191168,0.070653
2017-01-26,0.391241,0.15145,1.446897,-0.132228,,,,0.302034,0.487677,0.656003,0.369463,0.567431,,,,,0.007421,-0.11385,0.073387,0.025543,0.349116,0.041682,0.045287,-0.022051,-0.206644,0.087248,0.166213,0.204993,0.109775
2017-01-27,0.423524,0.170308,1.438151,-0.217606,,,,0.340684,0.519784,0.61955,0.371956,0.610577,,,,,0.010229,-0.101412,0.09314,0.033653,0.378147,0.045956,0.058674,-0.007539,-0.185088,0.10541,0.185306,0.224278,0.128072
2017-01-30,0.467361,0.141323,1.385546,-0.39256,,,,0.360752,0.587608,0.746626,0.431783,0.668917,,,,,-0.141102,-0.083922,0.070312,0.013597,0.364582,0.049406,0.060999,0.011723,-0.157622,0.076034,0.138651,0.219871,0.127225
2017-01-31,0.493584,0.05316,1.24322,-0.366742,0.242256,0.753158,1.099273,0.39514,0.619005,0.644563,0.460135,0.700913,-0.088081,-0.078682,-0.065733,-0.103949,-0.073032,-0.088669,0.022459,-0.055805,0.276305,0.051404,0.06381,-0.005682,-0.173815,-0.046646,0.01178,0.177836,0.102585
2017-02-01,0.502369,0.062712,1.40338,-0.417271,,,,0.400783,0.630776,0.665673,0.451353,0.726866,,,,,0.031945,-0.113402,0.011689,-0.036793,0.298716,0.05077,0.055633,-0.026118,-0.209387,-0.039432,0.017597,0.183169,0.120452
2017-02-02,0.534007,0.067029,1.475366,-0.393233,,,,0.431411,0.658904,0.735025,0.479339,0.753617,,,,,0.057641,-0.08907,0.033916,-0.041101,0.339738,0.053551,0.073127,-0.010063,-0.167205,-0.004212,0.026072,0.137003,0.129052
2017-02-03,0.564941,0.089078,1.731911,-0.495675,,,,0.471041,0.676629,0.767566,0.518753,0.783474,,,,,0.065177,-0.092444,0.045053,-0.02567,0.402145,0.056765,0.086597,0.004411,-0.171651,0.017282,0.038877,0.087726,0.18658
2017-02-06,0.569934,0.039801,1.522335,-0.886482,,,,0.479157,0.680187,0.750734,0.534952,0.785332,,,,,0.07227,-0.102899,0.003948,-0.060275,0.333299,0.058701,0.076444,-0.02356,-0.187679,-0.053514,-0.023411,0.011301,0.169243
2017-02-07,0.605782,0.063706,1.536711,-0.852195,,,,0.510412,0.72193,0.794514,0.570034,0.828439,,,,,0.110431,-0.112073,0.029632,-0.0276,0.317639,0.063729,0.087141,-0.034645,-0.196868,-0.070946,-0.004854,0.028405,0.205207
2017-02-08,0.611385,0.017527,1.321756,-0.850039,,,,0.511945,0.734755,0.794228,0.562029,0.843475,,,,,0.004788,-0.097721,0.026712,-0.061161,0.247744,0.06158,0.08703,-0.02893,-0.175066,-0.124047,-0.074324,0.064,0.184281
2017-02-09,0.620496,0.043104,1.517184,-0.700187,,,,0.519001,0.740255,0.850664,0.561941,0.850643,,,,,-0.005907,-0.084443,0.040351,-0.042519,0.322004,0.0657,0.102809,-0.002573,-0.152566,-0.076381,-0.050778,0.090964,0.213494
2017-02-10,0.666883,0.075428,1.636963,-0.822966,,,,0.551885,0.804144,0.915401,0.60052,0.91651,,,,,0.043238,-0.069629,0.053512,-0.012163,0.369788,0.068732,0.115812,0.021815,-0.126117,-0.036341,-0.013357,0.107431,0.23979
2017-02-13,0.701904,0.167995,1.831918,-0.73766,,,,0.607461,0.816036,0.893774,0.62234,0.96399,,,,,0.065461,-0.059868,0.102182,0.069739,0.486884,0.075681,0.111839,0.046158,-0.08714,0.075912,0.087877,0.194552,0.316837
2017-02-14,0.769034,0.267101,2.019272,-0.687972,,,,0.647244,0.917026,1.009784,0.673975,1.067914,,,,,0.208752,-0.04006,0.162743,0.160941,0.604292,0.083239,0.129116,0.076568,-0.029368,0.180345,0.197982,0.269732,0.40042
2017-02-15,0.776269,0.332852,2.205328,-0.668798,,,,0.646789,0.923858,1.10449,0.686245,1.074465,,,,,0.300764,-0.05546,0.205766,0.214643,0.640806,0.08301,0.124845,0.074426,-0.041562,0.216214,0.276334,0.313518,0.44705
2017-02-16,0.82016,0.29775,1.981384,-0.554823,,,,0.702615,0.956514,1.101365,0.727919,1.117345,,,,,0.281665,-0.057989,0.172087,0.173636,0.581659,0.083502,0.122169,0.051552,-0.052483,0.164799,0.251197,0.228233,0.404834
2017-02-17,0.832698,0.261266,1.874639,-0.766441,,,,0.706595,0.978239,1.141058,0.758427,1.131179,,,,,0.143697,-0.058794,0.152498,0.138843,0.53565,0.087813,0.128832,0.041119,-0.067901,0.117901,0.209902,0.20512,0.374422
2017-02-21,0.847026,0.2621,2.085353,-0.90966,,,,0.736719,0.970321,1.146226,0.762101,1.152621,,,,,0.276563,-0.08655,0.153519,0.12599,0.569345,0.087664,0.119063,0.019924,-0.103109,0.10665,0.218222,0.166092,0.370463
2017-02-22,0.892757,0.355655,2.168922,-1.026022,,,,0.782683,1.013265,1.210303,0.801812,1.209123,,,,,0.399944,-0.091451,0.199164,0.205244,0.694809,0.090324,0.128149,0.022638,-0.08719,0.207468,0.322366,0.256362,0.444214
2017-02-23,0.910124,0.393273,2.192953,-1.103095,,,,0.797301,1.03189,1.249658,0.816253,1.239553,,,,,0.52578,-0.063334,0.218622,0.224484,0.748032,0.092026,0.139498,0.058776,-0.035494,0.256117,0.370497,0.262087,0.469186
2017-02-24,0.875657,0.395351,1.979097,-1.074026,,,,0.790954,0.954688,1.226243,0.81769,1.176137,,,,,0.396536,-0.067852,0.22332,0.220249,0.730227,0.093379,0.141344,0.045517,-0.042629,0.240861,0.371283,0.270683,0.472144
2017-02-27,0.866464,0.466048,2.267169,-0.907848,,,,0.788534,0.937313,1.20179,0.821126,1.146529,,,,,0.34559,-0.077471,0.252806,0.279351,0.83062,0.097539,0.160187,0.064082,-0.051281,0.293591,0.447087,0.331078,0.535447
2017-02-28,0.894345,0.533709,2.387648,-0.774842,0.535603,1.253003,1.792888,0.793162,0.989633,1.305447,0.867365,1.18713,0.0679,0.031608,0.226691,-0.005702,0.10168,-0.073969,0.306899,0.328944,0.906052,0.111558,0.184294,0.076469,-0.03084,0.326526,0.515781,0.378148,0.606137
2017-03-01,0.958837,0.691996,3.037774,-0.582482,,,,0.867468,1.043149,1.342742,0.931129,1.253527,,,,,0.584377,-0.069598,0.379051,0.476701,1.101223,0.120722,0.191342,0.10525,0.008959,0.521811,0.687491,0.505049,0.746089
2017-03-02,0.96595,0.718965,3.149204,-0.487812,,,,0.878838,1.037121,1.400502,0.947441,1.259136,,,,,0.625435,-0.073976,0.403599,0.476814,1.155393,0.129806,0.200836,0.107065,0.007757,0.533028,0.723392,0.442969,0.777506
2017-03-03,1.021651,0.723482,3.018407,-0.36463,,,,0.924593,1.100843,1.503025,1.003798,1.318514,,,,,0.760544,-0.084615,0.407812,0.479976,1.181837,0.134125,0.19597,0.096491,-0.017573,0.56703,0.726815,0.457062,0.781809
2017-03-06,1.045059,0.763097,2.827975,-0.424601,,,,0.949653,1.125623,1.498897,1.027358,1.365005,,,,,0.725109,-0.056813,0.430956,0.518614,1.231409,0.143683,0.225576,0.129133,0.02658,0.608651,0.760597,0.527433,0.825302
2017-03-07,1.088972,0.672734,2.597293,-0.587895,,,,0.984936,1.178422,1.568838,1.079717,1.412186,,,,,0.546919,-0.061689,0.401864,0.442284,1.153635,0.148956,0.219943,0.116695,0.002322,0.511578,0.645215,0.499783,0.768503
2017-03-08,1.102601,0.555168,2.365479,-0.616564,,,,1.000625,1.186764,1.596949,1.102686,1.416638,,,,,0.497776,-0.076124,0.356521,0.34627,0.996328,0.140691,0.191169,0.087466,-0.040327,0.380335,0.505641,0.397493,0.690344
2017-03-09,1.035347,0.414979,2.055088,-0.597091,,,,0.961506,1.079572,1.521418,1.03959,1.333025,,,,,0.491019,-0.128734,0.290725,0.253733,0.78627,0.130494,0.159346,0.006611,-0.167424,0.232878,0.328291,0.374158,0.594241
2017-03-10,1.001344,0.422714,2.012972,-0.560215,,,,0.938929,1.045605,1.365846,0.987125,1.306214,,,,,0.483942,-0.119499,0.298055,0.263619,0.802293,0.131423,0.164498,-0.001551,-0.146846,0.264134,0.339209,0.366223,0.599591
2017-03-13,1.072079,0.422159,1.909579,-0.571026,,,,0.99055,1.126429,1.564251,1.059692,1.38745,,,,,0.636795,-0.163205,0.308978,0.268693,0.805319,0.136011,0.152623,-0.054421,-0.220072,0.267283,0.32883,0.401382,0.60952
2017-03-14,1.024041,0.321079,1.488691,-0.639104,,,,0.959881,1.054732,1.506175,1.028485,1.316437,,,,,0.610915,-0.169567,0.273134,0.189434,0.654988,0.131671,0.137594,-0.071122,-0.251544,0.137393,0.207809,0.334503,0.539013
2017-03-15,0.984186,0.331115,1.434566,-0.565181,,,,0.941154,0.975008,1.537138,1.025635,1.247218,,,,,0.607689,-0.103692,0.269942,0.184119,0.671912,0.127763,0.155019,-0.00345,-0.138903,0.162997,0.233869,0.289019,0.531206
2017-03-16,1.015846,0.418263,1.947698,-0.601584,,,,0.959915,1.022833,1.585885,1.04221,1.295056,,,,,0.735814,-0.081432,0.297044,0.249817,0.826406,0.133036,0.172526,0.051148,-0.073645,0.252517,0.333542,0.32079,0.607519
2017-03-17,1.022533,0.389648,1.899735,-0.633818,,,,0.973047,1.025429,1.556102,1.056287,1.29894,,,,,0.710799,-0.076599,0.276852,0.214295,0.809802,0.132878,0.174705,0.047777,-0.062881,0.211693,0.306269,0.244741,0.5879
2017-03-20,0.964797,0.421871,1.757162,-0.618358,,,,0.922199,0.961965,1.46833,0.995317,1.230728,,,,,0.56556,-0.074839,0.3001,0.247012,0.844136,0.137524,0.179821,0.04812,-0.052189,0.248049,0.340914,0.273032,0.6163
2017-03-21,1.002064,0.39253,1.453409,-0.45103,,,,0.956517,0.998952,1.540565,1.041029,1.26793,,,,,0.555066,-0.062636,0.29191,0.211379,0.807427,0.138705,0.186457,0.052785,-0.032311,0.194714,0.310313,0.223238,0.59437
2017-03-22,0.97876,0.348451,1.046375,-0.450455,,,,0.936042,0.971965,1.515573,1.044667,1.231022,,,,,0.549395,-0.036366,0.270314,0.176426,0.731955,0.138851,0.192638,0.073416,0.002292,0.126836,0.260905,0.20075,0.555324
2017-03-23,0.995044,0.338263,1.196453,-0.352776,,,,0.959358,0.981445,1.506837,1.050487,1.256373,,,,,0.622648,-0.076686,0.261269,0.173292,0.755789,0.13979,0.187528,0.035241,-0.069349,0.129229,0.249021,0.164073,0.555011
2017-03-24,1.003635,0.332082,1.2944,-0.279327,,,,0.962235,0.991194,1.569826,1.061156,1.26967,,,,,0.604851,-0.082635,0.253685,0.155053,0.786753,0.137876,0.18807,0.038392,-0.084694,0.139281,0.2583,0.082803,0.536988
2017-03-27,0.976579,0.330287,1.180469,-0.214533,,,,0.921663,0.974659,1.610504,1.03778,1.247668,,,,,0.552369,-0.069499,0.258375,0.161464,0.7841,0.139721,0.185306,0.043994,-0.05588,0.148098,0.255505,0.122745,0.526828
2017-03-28,0.999392,0.385865,1.526543,-0.147527,,,,0.937781,1.009068,1.618112,1.064084,1.2704,,,,,0.507811,-0.098909,0.260961,0.191611,0.886941,0.142191,0.191234,0.029006,-0.097013,0.202377,0.329707,0.103804,0.564347
2017-03-29,1.010023,0.401929,1.754795,-0.212394,,,,0.961515,1.004405,1.602815,1.084334,1.273685,,,,,0.46113,-0.076456,0.278749,0.191015,0.90804,0.143568,0.193934,0.041528,-0.048579,0.226351,0.362142,0.060075,0.563037
2017-03-30,1.046805,0.413132,2.139843,-0.252051,,,,0.991438,1.051717,1.633676,1.11814,1.312493,,,,,0.583426,-0.070468,0.26803,0.196265,0.915835,0.14039,0.190193,0.056401,-0.034529,0.229367,0.382403,0.029943,0.566756
2017-03-31,1.046358,0.377488,2.135728,-0.313196,0.694142,1.445358,1.872067,0.989082,1.056464,1.616682,1.121451,1.313364,0.550785,0.133794,0.429237,0.774702,0.57476,-0.049819,0.240726,0.163155,0.852115,0.141501,0.203469,0.068855,-0.014153,0.168625,0.340375,-0.039647,0.551951
2017-04-03,1.033048,0.382778,2.009755,-0.455479,,,,0.96122,1.064561,1.602017,1.102347,1.31462,,,,,0.547771,-0.045804,0.253743,0.171278,0.818372,0.145864,0.207773,0.061155,-0.003903,0.148711,0.346932,-0.073511,0.563186
2017-04-04,1.086846,0.366385,2.019705,-0.426636,,,,1.007159,1.131564,1.642131,1.157971,1.376814,,,,,0.590358,-0.026529,0.241199,0.158407,0.802313,0.148283,0.219204,0.080739,0.020869,0.133861,0.326586,-0.076398,0.551619
2017-04-05,1.129355,0.410544,2.195804,-0.40911,,,,1.032277,1.189641,1.753421,1.196224,1.441647,,,,,0.606815,-0.036894,0.271477,0.195868,0.857575,0.154943,0.225028,0.083094,0.007002,0.167551,0.381457,-0.042123,0.57701
2017-04-06,1.156164,0.396885,2.17476,-0.376692,,,,1.05737,1.216937,1.795149,1.217711,1.472115,,,,,0.599347,-0.025501,0.246833,0.177809,0.838331,0.153231,0.224688,0.092473,0.021742,0.154229,0.365234,-0.034285,0.563598
2017-04-07,1.191118,0.43911,2.395713,-0.417263,,,,1.090254,1.257487,1.810318,1.238753,1.520006,,,,,0.657903,-0.029341,0.270265,0.21159,0.886848,0.15786,0.23803,0.11543,0.014809,0.169557,0.410616,0.00403,0.600484
2017-04-10,1.227691,0.475346,2.425913,-0.561585,,,,1.113572,1.309312,1.87424,1.265497,1.570477,,,,,0.814457,-0.051268,0.2888,0.238934,0.92571,0.162252,0.238335,0.097689,-0.016687,0.187382,0.457877,0.001121,0.623627
2017-04-11,1.249543,0.459097,2.174164,-0.680386,,,,1.125526,1.339015,1.943617,1.295508,1.599338,,,,,0.804786,-0.039206,0.287912,0.227951,0.873248,0.161271,0.234241,0.084384,0.005878,0.174802,0.441397,-0.007225,0.605867
2017-04-12,1.259655,0.454025,2.107437,-0.701127,,,,1.127236,1.356604,1.988135,1.313972,1.611297,,,,,0.791591,-0.044283,0.30123,0.223352,0.876213,0.159235,0.237314,0.077478,-0.005534,0.179222,0.432368,0.029773,0.599331
