,cad_ig_oas,us_ig_oas,us_hy_oas,eur_ig_oas,cad_ig_oas_1-5yr,cad_ig_oas_5-10yr,cad_ig_oas_>10yr,cad_ig_oas_fins,cad_ig_oas_industrials,cad_ig_oas_utility,cad_ig_oas_a,cad_ig_oas_bbb,cad_prov_oas,cad_prov_oas_1-5yr,cad_prov_oas_5-10yr,cad_prov_oas_10yr,cad_prov_cmb,us_ig_oas_aaa,us_ig_oas_aa,us_ig_oas_a,us_ig_oas_bbb,us_ig_oas_1-3yr,us_ig_oas_3-5yr,us_ig_oas_5-7yr,us_ig_oas_7-10yr,us_ig_oas_10yr,us_ig_oas_industrials,us_ig_oas_uts,us_ig_oas_fins
2002-10-01,,-5.212287,-18.360372,-0.069477,,,,,,,,,,,,,,,,,,,,,,,-6.448788,-11.591797,-1.611065
2002-10-02,-0.093446,-5.10039,-18.394289,-0.072467,,,,0.050198,-0.209827,-0.016702,0.0135,,,,,,,,,,,,,,,,-6.335008,-11.443126,-1.512345
2002-10-03,-0.023706,-5.188699,-18.613532,-0.073785,,,,0.063935,-0.085321,0.011327,0.044007,,,,,,,,,,,,,,,,-6.375832,-11.67205,-1.624768
2002-10-04,0.024013,-5.36801,-18.746715,-0.100486,,,,-0.047606,0.070918,-0.00029,0.038536,,,,,,,,,,,,,,,,-6.446001,-12.208699,-1.851529
2002-10-07,-0.061681,-5.851688,-19.113679,-0.108174,,,,-0.085269,-0.094334,-0.009304,0.027179,,,,,,,,,,,,,,,,-6.859556,-13.365272,-2.242348
2002-10-08,-0.024332,-6.455594,-19.327992,-0.135399,,,,-0.082374,-0.034891,0.016945,0.006223,,,,,,,,,,,,,,,,-7.279604,-14.508304,-2.943649
2002-10-09,-0.299072,-6.885107,-19.801132,-0.154945,,,,-0.550247,-0.432547,-0.010261,-0.516146,,,,,,,,,,,,,,,,-7.620466,-15.377471,-3.370828
2002-10-10,-0.455022,-7.055374,-19.682987,-0.166183,,,,-1.161666,-0.500048,-0.057346,-0.840008,,,,,,,,,,,,,,,,-7.60016,-16.251896,-3.598321
2002-10-11,-0.491465,-6.596824,-20.159811,-0.150497,,,,-1.153784,-0.593283,-0.043898,-0.956168,,,,,,,,,,,,,,,,-7.102348,-15.7037,-3.213763
2002-10-15,-1.000529,-6.250971,-19.241227,-0.126977,,,,-0.977604,-1.787912,-0.0232,-0.900826,,,,,,,,,,,,,,,,-6.780787,-15.891848,-2.681044
2002-10-16,-0.501085,-6.370816,-19.234142,-0.119384,,,,-0.908933,-0.72355,-0.024924,-0.672148,,,,,,,,,,,,,,,,-6.758728,-16.04684,-2.980765
2002-10-17,-0.402948,-6.254613,-18.82965,-0.129886,,,,-1.051008,-0.480696,0.007522,-0.767678,,,,,,,,,,,,,,,,-6.571844,-15.859353,-2.97694
2002-10-18,-0.520106,-6.24859,-18.743039,-0.126309,,,,-1.209096,-0.678616,0.011503,-0.86835,,,,,,,,,,,,,,,,-6.564192,-15.750143,-3.001733
2002-10-21,-0.438253,-6.094622,-18.254122,-0.137066,,,,-1.144295,-0.541174,0.03181,-0.783654,,,,,,,,,,,,,,,,-6.35286,-15.642883,-2.910545
2002-10-22,-0.4802,-5.944315,-18.29501,-0.114148,,,,-1.033288,-0.675483,0.03196,-0.751279,,,,,,,,,,,,,,,,-6.0933,-15.661623,-2.858628
2002-10-23,-0.414903,-5.918708,-18.364428,-0.109731,,,,-0.957798,-0.57304,0.045705,-0.699786,,,,,,,,,,,,,,,,-6.030924,-15.695003,-2.865197
2002-10-24,-0.359332,-5.95067,-18.592455,-0.11125,,,,-0.823884,-0.50419,0.046787,-0.600303,,,,,,,,,,,,,,,,-5.929405,-15.344693,-3.185132
2002-10-25,-0.294558,-6.030975,-18.864422,-0.118547,,,,-0.820399,-0.380724,0.067474,-0.526816,,,,,,,,,,,,,,,,-6.031721,-15.264514,-3.281229
2002-10-28,-0.183762,-5.85695,-18.684634,-0.114815,,,,-0.764707,-0.16667,0.075253,-0.303515,,,,,,,,,,,,,,,,-5.914425,-14.870467,-3.090771
2002-10-29,-0.190438,-5.915171,-19.321853,-0.122585,,,,-0.731653,-0.213644,0.099981,-0.248789,,,,,,,,,,,,,,,,-6.018138,-14.884859,-3.102927
2002-10-30,-0.141138,-5.820431,-19.163388,-0.097976,,,,-0.7715,-0.062712,0.064741,-0.268319,,,,,,,,,,,,,,,,-5.866524,-14.839407,-3.069411
2002-10-31,-0.23085,-5.707794,-18.982343,-0.127793,,,,-0.739716,-0.290507,0.089708,-0.282388,,,,,,,0.822988,0.048271,-4.588764,-8.58506,0.096431,0.001572,0.147934,-1.178981,-3.318266,-5.948295,-14.474919,-2.766155
2002-11-01,0.005722,-5.643441,-18.573467,-0.098588,,,,-0.726113,0.047577,0.31362,-0.219679,,,,,,,,,,,,,,,,-5.816739,-14.413934,-2.79169
2002-11-04,0.018898,-5.126465,-18.021499,-0.078866,,,,-0.545552,0.158552,0.117021,-0.033873,,,,,,,,,,,,,,,,-5.227323,-13.916265,-2.365366
2002-11-05,0.147307,-4.98927,-17.789646,-0.069526,,,,-0.540945,0.339709,0.242109,0.126239,,,,,,,,,,,,,,,,-5.09465,-13.960467,-2.171476
2002-11-06,0.159541,-4.732536,-17.787397,-0.053394,,,,-0.325961,0.31492,0.196564,0.323359,,,,,,,,,,,,,,,,-4.979462,-13.752788,-1.710508
2002-11-07,0.188571,-4.712491,-17.923172,-0.043358,,,,-0.172968,0.30113,0.21663,0.369053,,,,,,,0.943978,0.493252,-3.524557,-7.512702,,,,,,-5.010248,-13.490778,-1.692333
2002-11-08,0.263588,-4.759359,-18.04929,-0.053303,,,,-0.173869,0.454713,0.232921,0.446969,,,,,,,0.933269,0.479075,-3.505226,-7.652029,,,,,,-5.078087,-13.507508,-1.721386
2002-11-12,0.318442,-4.94093,-17.798323,-0.094169,,,,-0.118182,0.525219,0.267439,0.437866,,,,,,,0.888513,0.344637,-3.649542,-7.848764,,,,,,-5.246892,-13.705636,-1.915683
2002-11-13,0.331813,-4.979369,-17.865336,-0.083423,,,,-0.091794,0.559878,0.247034,0.506413,,,,,,,0.918376,0.333185,-3.653548,-7.945523,,,,,,-5.274557,-13.705834,-1.979301
2002-11-14,0.487573,-4.386137,-16.596448,-0.04448,,,,-0.080686,0.809532,0.358676,0.614295,,,,,,,0.924618,0.383275,-2.950628,-7.23259,,,,,,-4.828978,-12.787039,-1.272675
2002-11-15,0.40472,-3.804234,-15.907853,-0.02319,,,,0.070912,0.566513,0.356886,0.592287,,,,,,,0.913395,0.650439,-2.493613,-6.40645,,,,,,-4.132142,-12.085946,-0.877517
2002-11-18,0.524524,-3.640799,-15.661553,-0.00703,,,,0.320771,0.71591,0.372835,0.853957,,,,,,,0.940367,0.740294,-2.383858,-6.182287,0.294727,0.343137,0.730202,0.049513,-2.131811,-3.942319,-11.917035,-0.751711
2002-11-19,0.570881,-3.658854,-15.662865,-0.008857,,,,0.321678,0.796597,0.399672,0.92409,,,,,,,0.950714,0.79123,-2.442617,-6.124571,0.305288,0.352877,0.748489,0.072446,-2.144178,-3.953693,-11.77304,-0.824336
2002-11-20,0.693642,-3.546565,-15.087675,-0.002688,,,,0.39266,1.029439,0.41066,1.043008,,,,,,,0.926472,0.822357,-2.38878,-5.877644,0.284242,0.322847,0.750611,0.207126,-2.063659,-3.815526,-11.574682,-0.769174
2002-11-21,0.743471,-3.210215,-14.287455,0.030917,,,,0.416089,1.172854,0.355598,1.126248,,,,,,,0.910135,0.897163,-2.155566,-5.358878,0.2749,0.31532,0.804926,0.472073,-1.851517,-3.416158,-11.344539,-0.486782
2002-11-22,1.021652,-3.182624,-14.052192,0.047565,,,,0.419524,1.772669,0.370864,1.085449,,,,,,,0.894255,0.9459,-2.215174,-5.256371,0.266642,0.304461,0.783532,0.445696,-1.811988,-3.390391,-11.107201,-0.514229
2002-11-25,0.653183,-3.157371,-13.95909,0.075245,,,,0.423929,0.96942,0.354113,1.054836,,,,,,,0.854233,0.926336,-2.188904,-5.19917,0.246026,0.254926,0.769936,0.446143,-1.802586,-3.376663,-10.899643,-0.522968
2002-11-26,0.605253,-3.207191,-14.435517,0.065684,,,,0.439006,0.882437,0.32361,1.059962,,,,,,,0.893891,0.927521,-2.20327,-5.349173,0.27934,0.296275,0.791926,0.416059,-1.857299,-3.43586,-11.024542,-0.540656
2002-11-27,0.738953,-2.953436,-11.951579,0.085591,,,,0.494549,1.182663,0.285935,1.138306,,,,,,,0.860613,0.925508,-2.170573,-4.704333,0.260346,0.275101,0.844344,0.548514,-1.652181,-3.048013,-10.716217,-0.479669
2002-11-29,0.646215,-2.803097,-12.001662,0.114143,,,,0.624203,0.922323,0.291568,1.156125,,0.261038,0.058593,0.209534,0.427648,,0.87941,1.028511,-1.83877,-4.753597,0.303621,0.318373,0.899643,0.586751,-1.587493,-2.965092,-10.714162,-0.197822
2002-12-02,0.768146,-2.624832,-11.824671,0.1321,,,,0.8278,1.103457,0.287936,1.278634,0.00782,,,,,0.017436,0.873109,1.103864,-1.693269,-4.472686,0.320492,0.317654,0.906878,0.676748,-1.445902,-2.7232,-10.690683,-0.064782
2002-12-03,0.734934,-2.647711,-11.69518,0.130001,,,,0.777671,1.055629,0.284029,1.254078,0.017874,,,,,0.006299,0.890868,1.075369,-1.744681,-4.452846,0.325295,0.326524,0.94561,0.707013,-1.489167,-2.763563,-10.393424,-0.145578
2002-12-04,0.723193,-2.806218,-11.995886,0.135256,,,,0.82649,1.030286,0.259737,1.270632,0.027139,,,,,-0.054042,0.918673,1.056083,-1.858265,-4.743648,0.329619,0.350789,0.969376,0.632531,-1.619051,-2.9322,-10.653767,-0.264858
2002-12-05,0.705434,-2.861507,-12.221487,0.139215,,,,0.833604,1.003077,0.242237,1.112202,0.13949,,,,,-0.059316,0.936022,1.058904,-1.881844,-4.872357,0.337805,0.367622,0.995711,0.618061,-1.689425,-2.999732,-10.846907,-0.269081
2002-12-06,0.789007,-3.033036,-12.461609,0.139857,,,,0.821724,1.188257,0.232226,1.325662,0.158581,,,,,-0.050553,0.971656,0.979379,-2.062617,-5.032887,0.348328,0.390367,1.02214,0.572119,-1.799456,-3.155614,-10.982636,-0.470018
2002-12-09,0.731241,-3.08914,-12.672643,0.139481,,,,0.671125,1.113271,0.246831,1.224156,0.166767,,,,,-0.057984,0.971482,0.983287,-2.116609,-5.120765,0.363937,0.400155,0.999326,0.510898,-1.845495,-3.22002,-11.01423,-0.521448
2002-12-10,0.797348,-3.151793,-12.674991,0.129601,,,,0.675864,1.223525,0.282451,1.243664,0.245418,,,,,-0.049797,0.972702,0.983045,-2.185941,-5.185055,0.364038,0.399706,0.983745,0.472329,-1.870131,-3.26816,-11.05079,-0.610796
2002-12-11,0.754065,-3.144805,-12.99171,0.137215,,,,0.629326,1.147352,0.287068,1.197137,0.200209,,,,,-0.056495,1.005766,0.978001,-2.128215,-5.229988,0.375056,0.437339,1.024489,0.491978,-1.853824,-3.286647,-11.118565,-0.550711
2002-12-12,0.798141,-3.022944,-12.98512,0.143611,,,,0.697227,1.221511,0.276363,1.221785,0.252083,,,,,-0.036266,0.989469,0.979067,-2.020983,-5.0527,0.385766,0.431877,1.009198,0.528468,-1.778706,-3.097047,-11.164842,-0.475816
2002-12-13,0.801764,-2.659261,-12.661897,0.136467,,,,0.747268,1.208189,0.279853,1.244504,0.253659,,,,,-8.4e-05,1.005835,1.175781,-1.753415,-4.554135,0.398691,0.479139,1.115272,0.665211,-1.509504,-2.681886,-10.924021,-0.14767
2002-12-16,0.799268,-2.547351,-12.255838,0.148378,,,,0.765752,1.188655,0.29051,1.249961,0.266133,,,,,0.002795,1.029982,1.212143,-1.645534,-4.398093,0.406709,0.504094,1.172226,0.765766,-1.434731,-2.596331,-10.864216,0.013361
2002-12-17,0.806513,-2.463033,-12.276953,0.126085,,,,0.80253,1.155362,0.339595,1.26256,0.267947,,,,,0.034773,1.031196,1.229669,-1.590578,-4.250362,0.409464,0.525881,1.185826,0.79378,-1.384504,-2.493655,-10.780726,0.074415
2002-12-18,0.802105,-2.465721,-12.603608,0.149269,,,,0.806107,1.132538,0.356715,1.228515,0.351131,,,,,0.049764,1.063328,1.210425,-1.544152,-4.30194,0.424036,0.569601,1.223447,0.80391,-1.392912,-2.50634,-10.838196,0.099514
2002-12-19,0.792741,-2.537911,-13.018515,0.144652,,,,0.762901,1.126924,0.359601,1.171382,0.356227,,,,,0.054442,1.082554,1.22257,-1.569616,-4.456755,0.428004,0.587347,1.234233,0.797984,-1.452666,-2.597235,-10.917006,0.053888
2002-12-20,0.84145,-2.532136,-13.020317,0.164972,,,,0.767449,1.22514,0.361421,1.183589,0.364351,,,,,0.057995,1.062889,1.22746,-1.565732,-4.438516,0.42208,0.572169,1.20637,0.782169,-1.448368,-2.581335,-10.926028,0.049756
2002-12-23,0.859646,-2.508699,-12.921432,0.156853,,,,0.77938,1.252856,0.369708,1.203165,0.374449,,,,,0.062646,1.073582,1.223097,-1.554058,-4.384563,0.438886,0.590437,1.207712,0.797238,-1.435777,-2.555975,-10.892245,0.068089
2002-12-24,0.823872,-2.563507,-13.137327,0.15959,,,,0.782755,1.1805,0.365024,1.177873,0.37362,,,,,0.060349,1.050328,1.196497,-1.589002,-4.485038,0.431932,0.56258,1.165359,0.745154,-1.480065,-2.625657,-10.945087,0.032636
2002-12-26,0.859642,-2.601868,-13.137015,,,,,0.783281,1.254762,0.364804,1.19351,0.379365,,,,,0.062676,1.074383,1.182265,-1.614304,-4.549224,0.456899,0.586827,1.189828,0.724593,-1.513796,-2.676972,-11.002896,0.016522
2002-12-27,0.829677,-2.531067,-13.582905,0.165492,,,,0.79713,1.202107,0.343837,1.176752,0.428416,,,,,0.047802,1.066075,1.287522,-1.490201,-4.600887,0.481503,0.597688,1.163896,0.713015,-1.485244,-2.640139,-10.926997,0.131795
2002-12-30,0.854499,-2.492662,-13.402847,0.153336,,,,0.801483,1.251216,0.344857,1.204917,0.44052,,,,,0.047114,1.058526,1.321896,-1.453646,-4.586014,0.483782,0.596198,1.136922,0.709616,-1.442031,-2.591124,-10.959559,0.174423
2002-12-31,0.891575,-2.447665,-13.291655,0.158493,1.339501,1.404246,1.131421,0.805865,1.321389,0.352301,1.214185,0.448353,0.332377,0.058092,0.280629,0.549962,0.046691,1.058254,1.300029,-1.479837,-4.416031,0.485066,0.589636,1.162077,0.710916,-1.378055,-2.554666,-11.046727,0.264745
2003-01-02,0.048348,0.138108,1.066376,-0.003434,,,,0.030461,0.097901,-0.008774,0.07825,0.005879,,,,,0.033203,-0.043694,0.034393,0.057581,0.336617,-0.043991,-0.060424,0.018502,0.137395,0.110026,0.162628,0.081868,0.119526
2003-01-03,-0.053707,0.185186,1.155358,-0.00732,,,,0.003228,-0.098569,-0.023269,0.047081,0.008789,,,,,0.03507,-0.010682,0.046575,0.119959,0.371217,-0.018446,-0.016593,0.097314,0.154756,0.125629,0.1969,0.079058,0.194501
2003-01-06,-0.066178,0.343863,1.597794,-0.009827,,,,0.008072,-0.125339,-0.025605,0.056519,0.019645,,,,,0.036827,0.008788,0.111158,0.236744,0.586356,-0.011502,0.009892,0.141955,0.274838,0.245235,0.327194,0.519987,0.324846
2003-01-07,-0.103732,0.469536,1.842521,0.021496,,,,0.058175,-0.226556,-0.023551,0.03148,0.024208,,,,,0.032807,0.082718,0.216742,0.365062,0.69021,0.03784,0.120353,0.270159,0.369267,0.293951,0.42862,0.722884,0.463934
2003-01-08,-0.033717,0.467384,2.153958,0.027825,,,,0.050901,-0.073529,-0.024509,0.050849,0.204413,,,,,0.03389,0.124835,0.227204,0.349323,0.684064,0.079133,0.176317,0.313554,0.35647,0.276436,0.412407,0.841352,0.452155
2003-01-09,0.091918,0.491449,3.278085,0.040546,,,,0.26255,0.097012,-0.004022,0.177384,0.212467,,,,,0.065475,0.054048,0.232851,0.267126,0.894032,0.030834,0.086485,0.241246,0.371345,0.317856,0.507613,0.815618,0.396288
2003-01-10,0.067244,0.488885,3.393583,0.043576,,,,0.324598,0.016789,0.000519,0.191817,0.489759,,,,,0.071795,0.066518,0.2251,0.257528,0.896817,0.04895,0.101096,0.226946,0.37229,0.318081,0.50665,0.825602,0.388787
2003-01-13,0.122878,0.71042,3.445422,0.051272,,,,0.384051,0.081205,0.042382,0.264715,0.545201,,,,,0.092314,0.076262,0.284325,0.482257,1.127872,0.069033,0.145168,0.2731,0.438782,0.450638,0.706474,1.137012,0.617575
2003-01-14,0.109842,0.755724,3.954368,0.073494,,,,0.304668,0.083237,0.043783,0.24021,0.556091,,,,,0.095836,0.097846,0.361485,0.524382,1.159102,0.07932,0.177793,0.328826,0.501906,0.446765,0.700472,1.119268,0.743238
2003-01-15,0.090006,0.887391,4.363687,0.052929,,,,0.320696,0.031381,0.048166,0.172231,0.559078,,,,,0.095198,0.12248,0.38795,0.667203,1.324761,0.133008,0.224647,0.402101,0.569095,0.457513,0.876144,1.183402,0.833894
2003-01-16,0.133509,0.778301,4.384898,0.036375,,,,0.329353,0.117413,0.052824,0.204913,0.95779,,,,,0.090353,0.115973,0.389706,0.604002,1.116206,0.130364,0.208905,0.381459,0.523836,0.35167,0.705671,1.009253,0.818567
2003-01-17,0.120683,0.764043,4.139305,0.028827,,,,0.34227,0.076629,0.064051,0.207614,0.828887,,,,,0.077872,0.12187,0.395338,0.603294,1.045203,0.137324,0.220902,0.380956,0.493123,0.32869,0.679321,0.998672,0.818993
2003-01-21,0.12647,0.66083,3.963047,0.038692,,,,0.332772,0.120949,0.026141,0.217952,0.835547,,,,,0.04591,0.141101,0.294866,0.513571,0.935815,0.153693,0.247925,0.376071,0.407701,0.254764,0.619293,0.967605,0.643762
2003-01-22,0.101444,0.506816,3.70721,0.044547,,,,0.283723,0.144204,-0.051095,0.194403,0.836604,,,,,-0.024966,0.160048,0.230769,0.430152,0.674797,0.170931,0.27299,0.369789,0.325339,0.106068,0.429365,0.698227,0.562349
2003-01-23,0.100608,0.55992,3.913629,0.058789,,,,0.300074,0.141146,-0.057929,0.193603,0.839184,,,,,-0.037337,0.147329,0.234146,0.459238,0.785971,0.157841,0.263975,0.382029,0.358611,0.134723,0.490042,0.908195,0.569723
2003-01-24,0.070298,0.556308,3.702305,0.048405,,,,0.270549,0.107967,-0.084799,0.178303,0.842168,,,,,-0.067994,0.134511,0.256451,0.490336,0.686345,0.165262,0.247225,0.365141,0.317259,0.108835,0.459018,0.867702,0.609778
2003-01-27,0.060906,0.520437,3.79759,0.048046,,,,0.191925,0.126426,-0.095391,0.166964,0.760799,,,,,-0.088403,0.084524,0.254148,0.433885,0.690219,0.142397,0.175114,0.297527,0.27502,0.105772,0.444303,0.788576,0.556668
2003-01-28,-0.023772,0.536859,3.843686,0.036499,,,,0.202223,-0.049561,-0.107204,-0.009772,0.760512,,,,,-0.097443,0.084817,0.257533,0.438635,0.733462,0.144719,0.168461,0.303558,0.288549,0.130879,0.472115,0.852546,0.547549
2003-01-29,0.010728,0.604316,4.109102,0.037256,,,,0.198124,-0.071756,0.023495,-0.06777,0.762564,,,,,-0.028325,0.097038,0.297304,0.492577,0.846928,0.144777,0.182336,0.331998,0.365487,0.19225,0.531236,0.923452,0.624919
2003-01-30,-0.049213,0.633998,3.947919,0.037981,,,,0.21109,-0.173416,-0.018565,-0.112258,0.765805,,,,,-0.034362,0.132226,0.343395,0.528832,0.834599,0.170523,0.22077,0.364481,0.401763,0.215755,0.570576,0.93696,0.645912
2003-01-31,-0.113365,0.790194,3.737797,0.025612,0.326966,0.103642,-0.615201,0.266672,-0.30638,-0.052953,-0.133472,0.780827,-0.089859,0.012864,-0.084917,-0.155307,-0.084048,0.138633,0.514969,0.681635,0.916838,0.16957,0.251911,0.415349,0.444603,0.31865,0.580987,1.599116,0.8732
2003-02-03,-0.055961,0.875035,3.889845,0.037877,,,,0.263849,-0.22167,-0.052953,-0.130749,0.762778,,,,,-0.075971,0.150213,0.56232,0.738514,1.040892,0.182073,0.258219,0.445462,0.509996,0.382944,0.652385,1.665228,0.979529
2003-02-04,-0.121787,0.84126,3.678798,0.03327,,,,0.26829,-0.319324,-0.052953,-0.150861,0.768974,,,,,-0.092476,0.176121,0.581733,0.720349,0.946447,0.199045,0.293341,0.477439,0.496314,0.331392,0.593418,1.671699,0.968587
2003-02-05,-0.002,0.90707,3.971254,0.037138,,,,0.274701,-0.147977,-0.052953,-0.091227,0.776651,,,,,-0.089883,0.196088,0.596685,0.755187,1.095287,0.201998,0.306396,0.538448,0.583123,0.380808,0.690634,1.780591,0.984488
2003-02-06,-0.111811,0.947266,3.594756,0.079482,,,,0.284019,-0.311862,-0.052953,-0.12948,0.785176,,,,,-0.109468,0.204891,0.628386,0.833532,1.059583,0.211215,0.315322,0.556584,0.594823,0.404274,0.676455,1.918117,1.07163
2003-02-07,-0.045717,0.960852,3.451631,0.069477,,,,0.283382,-0.215535,-0.052953,-0.113302,0.785951,,,,,-0.144905,0.205878,0.641531,0.831657,1.088934,0.207865,0.327674,0.566822,0.599976,0.395705,0.65726,2.10693,1.086702
2003-02-10,0.047451,0.975338,3.674063,0.041013,,,,0.291006,-0.083565,-0.052953,-0.09256,1.057679,,,,,-0.118483,0.218581,0.622588,0.854766,1.143277,0.206824,0.34843,0.594907,0.632206,0.403933,0.69504,2.072848,1.08272
2003-02-11,-0.002812,0.965052,3.606612,0.0697,,,,0.352584,-0.184443,-0.052953,-0.084403,1.059285,,,,,-0.111395,0.209744,0.611572,0.851881,1.119017,0.205866,0.339142,0.55803,0.623732,0.402522,0.680416,2.108849,1.06734
2003-02-12,0.01653,0.94938,3.268798,0.061358,,,,0.356803,-0.158293,-0.052953,-0.056445,1.069235,,,,,-0.121519,0.221434,0.608862,0.835442,1.098645,0.214132,0.358711,0.571284,0.601832,0.389865,0.657116,2.080826,1.064244
2003-02-13,0.042278,0.827736,2.809331,0.069219,,,,0.358337,-0.121754,-0.052953,-0.051547,1.072085,,,,,-0.108512,0.228448,0.58074,0.736539,0.895506,0.224566,0.377764,0.54271,0.491366,0.298192,0.536099,1.927825,0.94896
2003-02-14,0.036538,0.747747,2.516199,0.071195,,,,0.348114,-0.125308,-0.052953,-0.1864,1.069764,,,,,-0.08656,0.224234,0.497598,0.704706,0.832742,0.23068,0.375187,0.55277,0.445705,0.215829,0.436364,1.876634,0.887737
2003-02-18,-0.137207,0.744364,2.585012,0.094363,,,,0.380352,-0.392162,-0.052953,-0.331733,1.080082,,,,,-0.066848,0.22839,0.485775,0.706247,0.832192,0.238061,0.387575,0.564987,0.419953,0.206829,0.426819,1.887335,0.888935
2003-02-19,-0.158952,0.745463,2.380506,0.098018,,,,0.378102,-0.422843,-0.052953,-0.317112,1.089084,,,,,-0.066225,0.274388,0.486065,0.712761,0.805662,0.26309,0.429158,0.629623,0.454162,0.205193,0.409137,1.979783,0.892868
2003-02-20,-0.141647,0.831524,2.482661,0.105645,,,,0.42403,-0.418617,-0.052953,-0.306728,1.08706,,,,,-0.080606,0.294542,0.495999,0.754056,0.994325,0.271658,0.472562,0.66414,0.48994,0.280754,0.55068,1.973917,0.929139
2003-02-21,-0.038628,0.862395,2.749528,0.10737,,,,0.414186,-0.264468,-0.052953,-0.215375,1.084241,,,,,-0.043416,0.277346,0.467669,0.730121,1.138615,0.256502,0.456326,0.642941,0.51207,0.314706,0.645442,1.914984,0.899156
2003-02-24,-0.080079,0.893612,2.753362,0.047302,,,,0.415257,-0.325156,-0.052953,-0.214332,1.096745,,,,,-0.059137,0.30688,0.547637,0.764583,1.131996,0.287256,0.508571,0.674021,0.521339,0.310875,0.652385,1.99685,0.949619
2003-02-25,-0.041553,0.866831,2.72961,0.077815,,,,0.418833,-0.270918,-0.052953,-0.204592,1.105046,,,,,-0.080174,0.310224,0.527181,0.776008,1.064887,0.296881,0.528208,0.652106,0.476236,0.292341,0.613646,1.992569,0.932868
2003-02-26,-0.044507,0.869789,2.668627,0.061089,,,,0.411093,-0.271886,-0.052953,-0.225517,1.12075,,,,,-0.101616,0.319044,0.546127,0.781474,1.036399,0.301963,0.530855,0.658635,0.484965,0.301579,0.633128,1.995111,0.914681
2003-02-27,-0.027229,0.879408,2.792235,0.052906,,,,0.415505,-0.248828,-0.052953,-0.222232,1.232586,,,,,-0.071263,0.323056,0.559045,0.799896,1.036516,0.306948,0.534442,0.668486,0.500225,0.299085,0.635892,2.055903,0.921231
2003-02-28,-0.051682,1.044264,3.387437,0.058687,0.511327,0.101464,-0.7371,0.412481,-0.283036,-0.052953,-0.251874,1.374196,-0.077046,0.023025,-0.059893,-0.149632,-0.074321,0.336055,0.658461,0.891217,1.269953,0.314793,0.558338,0.713445,0.587494,0.414527,0.740144,2.51364,1.095929
2003-03-03,0.011038,1.129972,3.389939,0.061917,,,,0.417258,-0.196682,-0.052953,-0.179218,1.389961,,,,,-0.113154,0.338494,0.655903,0.962797,1.397419,0.327844,0.563072,0.742394,0.641811,0.442586,0.810178,2.534936,1.216663
2003-03-04,-0.007134,1.016515,3.391206,0.022344,,,,0.421877,-0.224223,-0.052953,-0.179072,1.375118,,,,,-0.136232,0.36162,0.641604,0.843202,1.282205,0.34826,0.576758,0.721486,0.620081,0.366317,0.71158,2.559129,1.052026
2003-03-05,-0.07845,0.919898,3.276359,0.056108,,,,0.374332,-0.305561,-0.052953,-0.224195,1.387575,,,,,-0.146704,0.380069,0.607053,0.721987,1.183478,0.349102,0.588048,0.715087,0.5913,0.314024,0.639886,2.505274,0.91374
2003-03-06,0.020482,0.86222,3.440251,0.072104,,,,0.390372,-0.172672,-0.052953,-0.206354,1.38994,,,,,-0.190232,0.365361,0.588811,0.642042,1.198599,0.329742,0.56824,0.701335,0.575807,0.293222,0.59716,2.525085,0.818936
2003-03-07,-0.462766,0.77311,3.305924,0.060546,,,,-0.32256,-0.562015,-0.052953,-0.827721,1.266421,,,,,-0.231772,0.349582,0.558935,0.558771,1.082707,0.315862,0.538729,0.664028,0.516803,0.2427,0.534446,2.371323,0.711508
2003-03-10,-0.477789,0.71582,3.23051,0.064213,,,,-0.388895,-0.556233,-0.052953,-0.860943,1.27315,,,,,-0.240503,0.338973,0.543746,0.480606,1.039017,0.312565,0.531365,0.63023,0.463675,0.196311,0.480521,2.357358,0.639756
2003-03-11,-0.500581,0.715281,3.400451,0.050635,,,,-0.385276,-0.589927,-0.052953,-0.91069,1.227039,,,,,-0.2488,0.334426,0.56425,0.487921,1.026866,0.311952,0.52892,0.628436,0.458764,0.189994,0.493546,2.369738,0.618964
2003-03-12,-0.63128,0.626433,3.48617,0.05913,,,,-0.716477,-0.63861,-0.052953,-1.088982,1.195197,,,,,-0.257185,0.304882,0.582605,0.373376,0.935673,0.290465,0.461772,0.565267,0.395954,0.190912,0.415282,2.391014,0.490709
2003-03-13,-0.541335,0.789834,4.197512,0.030527,,,,-0.758146,-0.494152,-0.052953,-1.041763,1.114925,,,,,-0.213739,0.254098,0.63617,0.48688,1.260679,0.240745,0.392114,0.605076,0.518018,0.332054,0.62488,2.459824,0.61793
2003-03-14,-0.623396,0.814481,4.637825,0.034315,,,,-0.584092,-0.68102,-0.052953,-1.019889,1.126352,,,,,-0.20015,0.26747,0.617919,0.511641,1.279556,0.244835,0.424955,0.65917,0.51351,0.318718,0.588228,2.801361,0.645898
2003-03-17,-0.522048,0.855689,5.14064,0.052402,,,,-0.650086,-0.510749,-0.052953,-0.996203,1.124777,,,,,-0.215815,0.234157,0.605223,0.52161,1.371607,0.221837,0.388526,0.651747,0.503105,0.344823,0.652011,2.809226,0.666475
2003-03-18,-0.591463,0.960068,5.605601,0.017705,,,,-0.602583,-0.627856,-0.052953,-0.987762,1.12949,,,,,-0.209541,0.194936,0.65265,0.587165,1.567391,0.186982,0.336082,0.659209,0.559663,0.446989,0.773745,2.885164,0.755636
