,cdx_ig,cdx_hy
2023-08-14,71.224,443.41
2023-08-15,73.064,453.358
2023-08-16,74.584,461.536
2023-08-17,76.061,470.886
2023-08-18,76.315,471.086
2023-08-21,75.375,467.326
2023-08-22,74.894,466.345
2023-08-23,71.435,449.014
2023-08-24,73.585,464.682
2023-08-25,71.167,455.26
2023-08-28,70.036,448.468
2023-08-29,68.808,440.796
2023-08-30,68.724,438.572
2023-08-31,69.7,443.199
2023-09-01,69.573,440.183
2023-09-04,69.686,440.335
2023-09-05,70.651,448.765
2023-09-06,71.088,452.334
2023-09-07,70.671,449.42
2023-09-08,70.826,448.77
2023-09-11,69.887,443.783
2023-09-12,70.924,448.055
2023-09-13,70.063,444.235
2023-09-14,69.009,439.326
2023-09-15,69.718,443.334
2023-09-18,69.854,444.392
2023-09-19,70.122,446.518
2023-09-20,70.16,452.123
2023-09-21,72.641,464.267
2023-09-25,73.224,467.085
2023-09-26,74.549,476.209
2023-09-27,74.139,476.321
2023-09-28,73.155,473.318
2023-09-29,74.02,480.644
2023-10-02,74.879,486.343
2023-10-03,78.193,506.849
2023-10-04,77.054,499.976
2023-10-05,78.503,505.689
2023-10-06,75.586,492.835
2023-10-09,75.637,492.928
2023-10-10,74.69,485.004
2023-10-11,73.966,481.366
2023-10-12,75.159,488.697
2023-10-13,77.203,499.101
2023-10-16,75.115,490.67
2023-10-17,75.832,494.365
2023-10-18,78.614,510.652
2023-10-19,81.861,525.218
2023-10-20,81.774,526.544
2023-10-23,79.761,518.758
2023-10-24,77.758,508.38
2023-10-25,81.19,523.15
2023-10-26,81.507,524.304
2023-10-27,82.475,528.819
2023-10-30,81.887,524.817
2023-10-31,80.25,518.442
2023-11-01,76.656,502.883
2023-11-02,72.836,479.952
2023-11-03,70.643,465.737
2023-11-06,72.062,472.985
2023-11-07,70.551,467.538
2023-11-08,70.297,468.833
2023-11-09,71.361,449.878
2023-11-10,68.898,437.76
2023-11-13,68.4,436.197
2023-11-14,65.666,420.062
2023-11-15,66.264,422.612
2023-11-16,66.245,422.267
2023-11-17,65.451,417.56
2023-11-20,64.726,411.883
2023-11-21,64.88,412.153
2023-11-22,63.663,404.965
2023-11-23,63.679,404.929
2023-11-24,64.28,406.304
2023-11-27,64.879,410.585
2023-11-28,64.269,408.179
2023-11-29,64.163,407.206
2023-11-30,63.551,405.455
2023-12-01,62.424,398.571
2023-12-04,63.365,402.673
2023-12-05,63.9,405.872
2023-12-06,64.321,410.271
2023-12-07,63.708,407.634
2023-12-08,62.846,404.387
2023-12-11,62.761,403.816
2023-12-12,61.167,395.466
2023-12-13,56.895,368.415
2023-12-14,57.993,367.57
2023-12-15,58.976,370.536
2023-12-18,59.355,369.969
2023-12-19,58.344,365.959
2023-12-20,60.277,374.855
2023-12-21,56.767,358.926
2023-12-22,57.729,360.694
2023-12-25,57.78,360.751
2023-12-26,57.463,357.253
2023-12-27,56.932,355.668
2023-12-28,57.589,358.209
2023-12-29,58.357,359.729
2024-01-01,58.407,359.748
2024-01-02,60.121,367.684
2024-01-03,62.144,378.664
2024-01-04,61.759,379.598
2024-01-05,61.195,375.307
2024-01-08,58.752,362.86
2024-01-09,58.341,362.94
2024-01-10,57.131,357.276
2024-01-11,56.34,354.819
2024-01-12,56.645,357.123
2024-01-15,56.695,357.255
2024-01-16,57.935,364.912
2024-01-17,58.617,369.734
2024-01-18,57.475,364.309
2024-01-19,56.733,358.459
2024-01-22,57.205,359.932
2024-01-23,57.766,360.964
2024-01-24,58.008,362.279
2024-01-25,56.737,355.037
2024-01-26,56.345,354.475
2024-01-29,56.062,350.711
2024-01-30,56.387,354.951
2024-01-31,58.769,365.828
2024-02-01,57.369,359.464
2024-02-02,56.88,356.329
2024-02-05,57.551,360.959
2024-02-06,58.049,361.961
2024-02-07,57.826,360.387
2024-02-08,57.674,359.358
2024-02-09,56.53,353.043
2024-02-12,55.934,350.218
2024-02-13,57.572,359.718
2024-02-14,56.41,355.277
2024-02-15,54.831,347.383
2024-02-16,55.541,352.23
2024-02-19,55.592,351.926
2024-02-20,55.525,352.361
2024-02-21,55.357,352.677
2024-02-22,53.436,342.174
2024-02-23,54.123,344.113
2024-02-26,55.171,347.661
2024-02-27,54.605,343.431
2024-02-28,55.74,348.435
2024-02-29,54.925,345.052
2024-03-01,54.24,340.74
2024-03-04,53.853,338.685
2024-03-05,54.503,343.332
2024-03-06,53.578,339.29
2024-03-07,52.93,336.775
2024-03-08,52.514,335.438
2024-03-11,52.467,335.124
2024-03-12,51.409,329.693
2024-03-13,51.098,328.424
2024-03-14,52.288,336.171
2024-03-15,52.933,339.734
2024-03-18,52.174,336.128
2024-03-19,51.298,331.011
2024-03-20,51.315,322.157
2024-03-21,50.852,319.313
2024-03-22,52.342,326.325
2024-03-25,52.641,327.13
2024-03-26,53.198,328.427
2024-03-27,51.452,328.466
2024-03-28,51.472,329.028
2024-03-29,51.497,328.945
2024-04-01,52.333,334.593
2024-04-02,53.041,340.032
2024-04-03,52.458,338.061
2024-04-04,54.089,344.094
2024-04-05,53.081,340.718
2024-04-08,51.672,335.282
2024-04-09,51.374,335.263
2024-04-10,53.531,349.263
2024-04-11,53.325,350.934
2024-04-12,55.157,357.609
2024-04-15,58.009,372.194
2024-04-16,58.511,375.532
2024-04-17,58.656,375.996
2024-04-18,58.186,374.343
2024-04-19,57.572,371.828
2024-04-22,55.03,360.35
2024-04-23,53.275,350.885
2024-04-24,54.215,356.655
2024-04-25,54.427,359.085
2024-04-26,52.878,350.577
2024-04-29,52.711,348.687
2024-04-30,54.779,361.501
2024-05-01,54.044,358.317
2024-05-02,52.712,350.653
2024-05-03,51.539,343.56
2024-05-06,51.275,340.044
2024-05-07,51.423,340.041
2024-05-08,51.578,341.374
2024-05-09,51.391,339.865
2024-05-10,51.742,342.088
2024-05-13,52.208,343.251
2024-05-14,51.728,341.827
2024-05-15,50.393,333.669
2024-05-16,50.804,336.188
2024-05-17,50.332,333.555
2024-05-20,50.054,332.249
2024-05-21,50.434,333.497
2024-05-22,51.174,336.578
2024-05-23,52.064,341.488
2024-05-24,50.861,335.984
2024-05-27,50.935,336.37
2024-05-28,51.614,339.663
2024-05-29,52.529,346.724
2024-05-30,52.436,345.387
2024-05-31,51.658,341.939
2024-06-03,51.348,340.763
2024-06-04,52.569,346.898
2024-06-05,51.733,341.24
2024-06-06,52.281,343.794
2024-06-07,52.028,344.335
2024-06-10,52.099,343.995
2024-06-11,52.655,345.62
2024-06-12,51.429,339.195
2024-06-13,53.023,346.276
2024-06-14,55.83,356.664
2024-06-17,55.217,352.947
2024-06-18,54.45,349.542
2024-06-19,54.475,349.858
2024-06-20,55.623,354.541
2024-06-21,55.544,353.36
2024-06-24,55.586,354.006
2024-06-25,56.334,355.063
2024-06-26,56.47,355.727
2024-06-27,55.833,354.247
2024-06-28,55.95,356.322
2024-07-01,54.914,353.614
2024-07-02,53.289,348.425
2024-07-03,52.644,345.38
2024-07-04,52.669,345.508
2024-07-05,52.392,345.63
2024-07-08,51.739,342.426
2024-07-09,52.2,344.079
2024-07-10,51.661,340.744
2024-07-11,51.451,337.969
2024-07-12,51.068,335.253
2024-07-15,51.433,336.101
2024-07-16,50.923,331.075
2024-07-17,52.078,337.656
2024-07-18,53.469,343.917
2024-07-19,53.776,347.065
2024-07-22,52.274,338.666
2024-07-23,52.68,339.826
2024-07-24,54.678,348.906
2024-07-25,55.416,352.235
2024-07-26,54.251,347.475
2024-07-29,54.989,351.153
2024-07-30,55.943,354.102
2024-07-31,54.991,346.971
2024-08-01,57.959,364.282
2024-08-02,61.463,385.707
2024-08-05,64.489,399.438
2024-08-06,63.515,396.992
2024-08-07,64.547,398.448
2024-08-08,61.239,381.807
2024-08-09,61.22,381.672
2024-08-12,62.988,389.334
2024-08-13,61.118,381.001
2024-08-14,58.988,372.486
2024-08-15,55.902,356.431
2024-08-16,54.678,349.73
2024-08-19,54.531,349.125
2024-08-20,54.958,351.5
2024-08-21,54.356,348.94
2024-08-22,55.035,351.767
2024-08-23,53.068,339.018
2024-08-26,53.422,341.49
2024-08-27,53.171,340.885
2024-08-28,53.87,345.841
2024-08-29,53.623,344.26
2024-08-30,53.325,341.903
2024-09-02,53.399,341.85
2024-09-03,56.266,359.514
2024-09-04,56.162,359.103
2024-09-05,55.777,358.787
2024-09-06,58.233,369.925
2024-09-09,55.904,359.397
2024-09-10,57.284,365.057
2024-09-11,56.174,358.624
2024-09-12,55.158,353.058
2024-09-13,54.263,347.313
2024-09-16,53.817,344.373
2024-09-17,54.002,342.823
2024-09-18,53.605,339.831
2024-09-19,52.242,332.611
2024-09-20,52.267,331.903
2024-09-23,52.842,335.322
2024-09-24,52.652,334.81
2024-09-25,53.216,336.116
2024-09-26,52.296,329.989
2024-09-27,52.552,330.117
2024-09-30,52.768,329.528
2024-10-01,54.327,336.109
2024-10-02,53.422,333.582
2024-10-03,54.062,336.772
2024-10-04,52.746,330.111
2024-10-07,53.75,334.894
2024-10-08,52.857,330.676
2024-10-09,52.27,329.458
2024-10-10,52.259,330.411
2024-10-11,51.698,327.367
2024-10-14,51.698,327.177
2024-10-15,51.554,326.839
2024-10-16,51.202,323.683
2024-10-17,51.384,325.168
2024-10-18,51.16,322.669
2024-10-21,51.944,325.394
2024-10-22,52.319,327.256
2024-10-23,53.329,332.616
2024-10-24,52.546,329.919
2024-10-25,52.933,332.086
2024-10-28,52.022,326.645
2024-10-29,52.169,327.234
2024-10-30,52.699,329.164
2024-10-31,53.83,335.487
2024-11-01,53.047,332.705
2024-11-04,53.84,336.205
2024-11-05,51.653,324.443
2024-11-06,48.902,307.106
2024-11-07,47.99,301.805
2024-11-08,47.171,298.438
2024-11-11,47.171,297.985
2024-11-12,48.072,303.34
2024-11-13,48.36,304.657
2024-11-14,49.034,309.337
2024-11-15,49.474,310.621
2024-11-18,49.061,307.94
2024-11-19,48.921,305.932
2024-11-20,49.006,305.242
2024-11-21,48.771,300.961
2024-11-22,48.523,300.404
2024-11-25,47.939,296.481
2024-11-26,48.172,297.056
2024-11-27,48.121,297.499
2024-11-28,48.121,297.648
2024-11-29,47.59,295.006
2024-12-02,47.276,292.236
2024-12-03,47.506,291.637
2024-12-04,47.552,290.538
2024-12-05,47.287,289.938
2024-12-06,47.063,289.356
2024-12-09,47.541,293.042
2024-12-10,47.33,292.898
2024-12-11,46.823,290.77
2024-12-12,47.516,294.453
2024-12-13,47.903,297.101
2024-12-16,47.573,295.805
2024-12-17,47.764,296.895
2024-12-18,50.396,313.972
2024-12-19,51.439,318.559
2024-12-20,49.31,306.883
