Date,cad_oas,us_hy_oas,us_ig_oas,tsx,vix,us_3m_10y,us_growth_surprises,us_inflation_surprises,us_lei_yoy,us_hard_data_surprises,us_economic_regime,cad_ig_er_index,us_hy_er_index,us_ig_er_index
2021-01-29,104.187,360.8526,96.0424,17337.03,33.09,177.333,1.65841,1.49999,-1.4,0.0418,1.0,125.05552281633612,193.62213404936156,117.61864845142618
2021-01-31,104.187,360.8526,96.0424,17337.03,33.09,177.333,1.65841,1.49999,-1.0,0.0418,1.0,125.05552281633612,193.62213404936156,117.61864845142618
2021-02-26,101.324,324.8435,89.3321,18060.26,27.95,210.816,2.04364,2.14802,-1.0,0.2859,1.0,125.60313746508334,195.82895591104977,118.37767193827187
2021-02-28,101.324,324.8435,89.3321,18060.26,27.95,210.816,2.04364,2.14802,-0.9,0.2859,0.99,125.60313746508334,195.82895591104977,118.37767193827187
2021-03-31,107.4379,308.1801,90.1481,18700.67,19.4,239.029,1.39351,1.70547,5.1,-0.0475,1.0,125.25816292985566,197.42156490111535,118.69722729449927
2021-04-30,107.3294,289.8321,87.8353,19108.33,18.61,227.61,1.62688,2.10898,12.4,0.118,1.0,125.3637908915049,198.79698856767192,118.85529824888967
2021-05-31,105.5987,293.5986,83.1463,19730.99,16.76,226.469,1.20069,3.27543,11.0,-0.1179,1.0,125.56920797071784,198.9646813448358,119.3908414618265
2021-06-30,105.8741,267.1171,80.1613,20165.58,15.83,204.008,1.14626,3.32109,9.7,-0.1729,1.0,125.8215124733717,201.36353143851576,119.98049069758711
2021-07-30,107.4455,292.7866,85.3678,20287.8,18.24,184.657,0.93622,3.6385,9.7,-0.2276,1.0,125.82180733935257,200.75095991606435,119.59386104024135
2021-07-31,107.4455,292.7866,85.3678,20287.8,18.24,184.657,0.93622,3.6385,8.8,-0.2276,1.0,125.82180733935257,200.75095991606435,119.59386104024135
2021-08-31,107.2971,284.2769,86.4446,20582.94,16.48,188.678,0.77799,3.5485,8.5,-0.1116,0.93,125.89517546970109,202.06788574422282,119.52581549985639
2021-09-30,104.2944,287.3068,83.8977,20070.25,23.14,200.43,0.80442,2.9762,8.0,0.0458,0.93,126.20002956912498,203.07793123097514,119.80533369261208
2021-10-29,102.0479,285.4079,86.8281,21037.07,16.26,187.194,0.66688,2.64753,8.0,0.0248,0.93,126.68646139307967,203.3262406140904,119.81188309057207
2021-10-31,102.0479,285.4079,86.8281,21037.07,16.26,187.194,0.66688,2.64753,8.1,0.0248,1.0,126.68646139307967,203.3262406140904,119.81188309057207
2021-11-30,109.9833,332.8152,98.4973,20659.99,27.19,173.603,0.87025,2.70081,8.1,0.1903,1.0,126.33799823249167,200.9131244444957,118.79463459726463
2021-12-31,110.1488,282.913,92.1748,21222.84,17.22,184.557,0.85235,2.76066,8.0,0.1144,1.0,126.59028656106221,205.1778017800801,119.48148301309062
2022-01-31,119.8849,339.3245,105.2544,21098.29,24.83,191.478,0.53612,2.5923,6.3,0.0555,0.83,125.97423746331853,201.9323485541952,118.10349948505616
2022-02-28,136.8009,358.3848,121.8091,21126.36,30.15,183.893,0.87835,3.19089,6.5,0.271,0.97,124.99748200304775,200.8328499571282,116.67802445715365
2022-03-31,138.0117,320.9886,114.5291,21890.16,20.56,193.75,0.79287,2.5634,5.4,0.0325,0.96,125.29564010498504,203.29075896755052,117.74805282642566
2022-04-29,153.3293,377.7103,134.2399,20762.0,33.4,215.146,0.7196,2.92114,5.4,0.2012,0.96,124.37353493732554,199.67459048940938,116.27712584757015
2022-04-30,153.3293,377.7103,134.2399,20762.0,33.4,215.146,0.7196,2.92114,3.8,0.2012,0.99,124.37353493732554,199.67459048940938,116.27712584757015
2022-05-31,160.408,402.0917,129.3156,20729.34,26.19,196.77,0.54317,2.97771,2.4,0.0577,0.73,124.16462678512241,198.97632323905736,117.10114303813303
2022-06-30,162.9506,568.8523,155.6435,18861.36,28.71,147.476,0.35937,2.67173,0.8,-0.0916,0.21,124.24086958291242,187.8626706349496,115.36039580544839
2022-07-29,160.6605,465.2074,142.8841,19692.92,21.33,59.892,0.12032,2.72788,0.8,-0.1644,0.21,124.60216079256344,195.2422041980069,116.3829099733706
2022-07-31,160.6605,465.2074,142.8841,19692.92,21.33,59.892,0.12032,2.72788,-0.7,-0.1644,0.32,124.60216079256344,195.2422041980069,116.3829099733706
2022-08-31,157.9206,481.9952,139.676,19330.81,25.87,34.349,0.16377,1.64044,-1.5,-0.2186,0.52,125.17415014106955,194.91974676472935,116.56184185788652
2022-09-30,170.7993,551.1976,158.436,18444.22,31.62,48.299,0.16857,1.92953,-2.1,-0.1954,0.59,124.37483755137426,192.373773390005,115.21933238215864
2022-10-31,178.3446,462.44,157.525,19426.14,25.88,7.283,0.06496,1.70923,-3.6,-0.0642,0.19,124.19004864646963,197.80577156923388,115.8682028615875
2022-11-30,164.1186,465.6329,132.5739,20453.26,20.58,-64.319,0.06877,1.21422,-5.1,0.0994,0.04,125.33005240848381,198.32787315897752,117.78322220095056
2022-12-30,161.3367,468.0785,129.7856,19384.92,21.67,-44.287,0.03064,1.17316,-5.1,-0.0064,0.04,125.55343109634372,197.57410531324396,117.99311173771518
2022-12-31,161.3367,468.0785,129.7856,19384.92,21.67,-44.287,0.03064,1.17316,-6.4,-0.0064,0.02,125.55343109634372,197.57410531324396,117.99311173771518
2023-01-31,148.9053,420.6413,116.6635,20767.38,19.4,-105.605,-0.09086,1.10429,-6.1,0.1126,0.41,126.59484658591545,201.88911389457994,119.41035060141922
2023-02-28,144.3344,411.6753,123.3163,20221.19,20.7,-93.825,0.07032,1.85388,-7.0,0.2379,0.36,126.93340266840106,202.61624982584632,118.70874114033553
2023-03-31,165.2513,451.9087,137.785,20099.89,18.7,-115.46,0.20294,1.4193,-8.0,0.2713,0.2,125.85109317078692,200.00215078992892,118.23366665447712
2023-04-28,157.6097,447.1272,135.4386,20636.54,15.78,-140.877,-0.04653,1.19915,-8.0,0.2425,0.2,126.72669024390973,200.9923467637147,118.46032788233191
2023-04-30,157.6097,447.1272,135.4386,20636.54,15.78,-140.877,-0.04653,1.19915,-8.3,0.2425,0.43,126.72669024390973,200.9923467637147,118.46032788233191
2023-05-31,156.9796,464.6478,137.1582,19572.24,17.94,-155.599,-0.0396,1.41379,-8.2,0.5476,0.2,127.05254283023702,200.51542460664007,118.35612816535632
2023-06-30,150.5409,391.9271,121.8458,20155.29,13.59,-145.085,0.20355,1.09863,-8.1,0.7819,0.1,127.7659110595059,205.68763215277022,119.82899134179574
2023-07-31,142.4949,367.743,111.6771,20626.64,13.63,-142.178,0.18588,0.75332,-7.8,0.45,0.73,128.44564352458409,208.27374876815213,120.91010322809257
2023-08-31,147.6412,370.2912,116.9619,20292.62,13.57,-125.495,0.09091,0.69598,-7.9,0.371,0.45,128.25578664821742,208.64057868226405,120.79424933147067
2023-09-29,147.5384,394.9548,120.4382,19541.27,17.52,-75.716,0.04162,0.64725,-7.9,0.2498,0.45,128.44060506539415,207.7748050012993,120.78405000689207
2023-09-30,147.5384,394.9548,120.4382,19541.27,17.52,-75.716,0.04162,0.64725,-8.1,0.2498,0.64,128.44060506539415,207.7748050012993,120.78405000689207
2023-10-31,153.5535,431.6476,128.1321,18873.47,18.14,-38.225,0.21907,0.82483,-8.1,0.1111,0.18,128.28106683156867,205.82874945749015,120.33576467712257
2023-11-30,141.2588,371.3166,103.2572,20236.29,12.92,-90.745,0.09985,0.30975,-7.6,-0.1502,0.44,129.2699645764471,210.96656132762632,122.79772399160127
2023-12-29,131.7969,322.5641,98.4963,20958.44,12.45,-132.671,0.04805,-0.02307,-7.6,-0.0686,0.44,130.10655219852825,215.08432575240494,123.36249566107158
2023-12-31,131.7969,322.5641,98.4963,20958.44,12.45,-132.671,0.04805,-0.02307,-7.1,-0.0686,0.76,130.10655219852825,215.08432575240494,123.36249566107158
2024-01-31,124.6509,343.1283,95.3924,21021.88,14.35,-120.672,0.16759,-0.09852,-7.1,0.2384,0.39,130.6929788591216,214.61449124954487,123.90861896211325
2024-02-29,116.4417,314.3789,95.3604,21363.62,13.4,-100.875,-0.08604,0.42206,-6.5,0.1913,0.95,131.4837729887119,216.95779196175212,123.77129429919323
2024-03-29,117.7785,302.6346,89.2424,22167.03,13.01,-103.735,0.01761,0.48386,-6.5,0.2874,0.95,131.4917745416721,218.50242865051607,124.45770172942578
2024-03-31,117.7785,302.6346,89.2424,22167.03,13.01,-103.735,0.01761,0.48386,-5.5,0.2874,0.81,131.4917745416721,218.50242865051607,124.45770172942578
2024-04-30,115.4172,299.6812,86.4647,21714.54,15.65,-62.357,-0.13153,0.89052,-5.5,0.4063,0.87,131.83861258852292,218.752545911247,124.70156717809849
2024-05-31,116.9017,305.7569,83.8398,22269.12,12.92,-76.15,-0.32391,0.87849,-5.2,-0.0343,0.64,131.89811031484334,219.0013490067477,125.07649170853658
2024-06-28,120.2679,310.6206,93.2404,21875.79,12.44,-80.185,-0.455,0.5353,-5.2,-0.2787,0.64,131.7554276633093,219.31043163538365,124.40929551975333
2024-06-30,120.2679,310.6206,93.2404,21875.79,12.44,-80.185,-0.455,0.5353,-4.9,-0.2787,0.53,131.7554276633093,219.31043163538365,124.40929551975333
2024-07-31,120.0034,313.6092,93.1424,23110.81,16.36,-98.552,-0.39411,0.47916,-5.1,-0.3013,0.24,131.97754166602607,220.1682761110578,124.52811827557406
2024-08-30,122.7558,301.6766,92.0991,23346.18,15.0,-92.654,-0.3693,0.37696,-5.1,-0.2806,0.24,131.65412930389857,221.5977394450678,124.7769786716961
2024-08-31,122.7558,301.6766,92.0991,23346.18,15.0,-92.654,-0.3693,0.37696,-5.0,-0.2806,0.77,131.65412930389857,221.5977394450678,124.7769786716961
2024-09-30,114.1137,299.7202,88.19,24000.37,16.73,-51.864,-0.23868,0.31217,-4.7,-0.1841,0.42,132.59478016031107,223.2533058748385,125.40178257247038
2024-10-31,109.7792,282.5785,83.4365,24156.87,23.16,-7.984,-0.20292,0.47112,-4.2,0.1723,0.41,133.23222420215254,224.65419955785885,125.83259031344292
2024-11-29,101.1277,264.765,77.3449,25648.0,13.51,-13.878,-0.22466,0.57845,-4.2,0.1239,0.41,134.123398138895,226.33884969015782,126.476733752662
2024-11-30,101.1277,264.765,77.3449,25648.0,13.51,-13.878,-0.22466,0.57845,-3.5,0.1239,0.41,134.123398138895,226.33884969015782,126.476733752662
2024-12-31,98.5117,287.3775,79.825,24727.94,17.35,45.391,-0.22157,0.47576,-3.5,0.1092,0.41,134.31649447727494,225.88273756728077,126.39473593542104
